"id","EVENT_UNIQUE_ID","OCC_DATE","OCC_YEAR","OCC_MONTH","OCC_DOW","OCC_DOY","OCC_DAY","OCC_HOUR","OCC_TIME_RANGE","DIVISION","DEATH","INJURIES","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","geometry"
2410,"EVT-002410",2008-01-21,"2008","January","Monday",21,21,9,"Morning","D24",0,0,8,"Etobicoke",26,"East York","c(-79.3986611082971, 43.697278740605)"
2411,"EVT-002411",2024-05-09,"2024","May","Thursday",130,9,19,"Evening","D01",0,5,122,"Scarborough",116,"Downtown","c(-79.286687319348, 43.6770356186643)"
2412,"EVT-002412",2013-06-25,"2013","June","Tuesday",176,25,5,"Night","D29",0,1,48,"East York",83,"North York","c(-79.1479756516269, 43.7005969463699)"
2413,"EVT-002413",2019-05-07,"2019","May","Tuesday",127,7,12,"Morning","D20",0,2,155,"Downtown",38,"Scarborough","c(-79.4889917321911, 43.8178705811679)"
2414,"EVT-002414",2017-07-26,"2017","July","Wednesday",207,26,13,"Afternoon","D45",0,3,155,"East York",96,"Downtown","c(-79.1569559192864, 43.8101171384681)"
2415,"EVT-002415",2012-07-08,"2012","July","Sunday",190,8,22,"Evening","D46",0,4,120,"Scarborough",102,"North York","c(-79.3179935458599, 43.848774695334)"
2416,"EVT-002416",2006-12-09,"2006","December","Saturday",343,9,14,"Afternoon","D49",0,1,125,"Scarborough",104,"East York","c(-79.3827123578727, 43.6283083780924)"
2417,"EVT-002417",2021-04-08,"2021","April","Thursday",98,8,10,"Morning","D11",0,2,157,"North York",63,"Scarborough","c(-79.1329104651261, 43.5940142854998)"
2418,"EVT-002418",2006-01-27,"2006","January","Friday",27,27,5,"Night","D53",0,3,157,"Etobicoke",126,"Etobicoke","c(-79.4143821821751, 43.7972604479341)"
2419,"EVT-002419",2023-04-03,"2023","April","Monday",93,3,8,"Morning","D36",0,2,84,"East York",91,"Downtown","c(-79.187844009519, 43.7048755250117)"
2420,"EVT-002420",2004-02-13,"2004","February","Friday",44,13,3,"Night","D47",0,0,113,"Etobicoke",66,"Downtown","c(-79.4036296673525, 43.7740191906201)"
2421,"EVT-002421",2008-07-24,"2008","July","Thursday",206,24,21,"Evening","D41",0,5,59,"Downtown",48,"Scarborough","c(-79.2863041899735, 43.790901470525)"
2422,"EVT-002422",2010-08-13,"2010","August","Friday",225,13,5,"Night","D46",0,4,146,"Etobicoke",93,"East York","c(-79.5407560696129, 43.7447772949981)"
2423,"EVT-002423",2015-12-29,"2015","December","Tuesday",363,29,21,"Evening","D41",1,4,120,"Etobicoke",89,"Downtown","c(-79.5080139199838, 43.7979193782644)"
2424,"EVT-002424",2015-03-22,"2015","March","Sunday",81,22,18,"Afternoon","D24",0,2,80,"East York",82,"East York","c(-79.2930512959339, 43.6308550873371)"
2425,"EVT-002425",2005-07-21,"2005","July","Thursday",202,21,10,"Morning","D35",0,1,149,"East York",57,"Downtown","c(-79.514541789354, 43.6474629782498)"
2426,"EVT-002426",2022-12-15,"2022","December","Thursday",349,15,19,"Evening","D20",0,3,91,"Etobicoke",27,"Etobicoke","c(-79.3511828140598, 43.5869882743057)"
2427,"EVT-002427",2014-01-26,"2014","January","Sunday",26,26,17,"Afternoon","D42",1,0,147,"Etobicoke",133,"Scarborough","c(-79.340179350597, 43.629273237747)"
2428,"EVT-002428",2009-09-05,"2009","September","Saturday",248,5,14,"Afternoon","D16",0,2,112,"Etobicoke",140,"East York","c(-79.325231329274, 43.6559345922953)"
2429,"EVT-002429",2012-06-11,"2012","June","Monday",163,11,12,"Morning","D19",0,1,123,"Etobicoke",88,"East York","c(-79.4480541597998, 43.7873268159146)"
2430,"EVT-002430",2024-02-17,"2024","February","Saturday",48,17,19,"Evening","D07",0,1,137,"East York",120,"East York","c(-79.3729737638554, 43.7718999917807)"
2431,"EVT-002431",2013-03-22,"2013","March","Friday",81,22,0,"Night","D28",0,4,150,"North York",67,"Scarborough","c(-79.3300884232542, 43.6410773060216)"
2432,"EVT-002432",2011-03-11,"2011","March","Friday",70,11,3,"Night","D09",0,3,107,"North York",22,"Downtown","c(-79.1586728955004, 43.6252728552906)"
2433,"EVT-002433",2011-01-15,"2011","January","Saturday",15,15,21,"Evening","D36",0,1,117,"Downtown",94,"Scarborough","c(-79.6379846984409, 43.8506541491637)"
2434,"EVT-002434",2006-11-28,"2006","November","Tuesday",332,28,10,"Morning","D24",1,4,77,"East York",92,"Etobicoke","c(-79.5293770754121, 43.5997321755504)"
2435,"EVT-002435",2005-01-24,"2005","January","Monday",24,24,14,"Afternoon","D07",0,3,101,"Downtown",106,"Etobicoke","c(-79.5785383416824, 43.6531856662801)"
2436,"EVT-002436",2007-05-31,"2007","May","Thursday",151,31,23,"Evening","D04",0,1,134,"East York",98,"North York","c(-79.3589140858138, 43.6526199266687)"
2437,"EVT-002437",2023-06-01,"2023","June","Thursday",152,1,18,"Afternoon","D45",1,3,149,"East York",106,"Scarborough","c(-79.401750658088, 43.7104402267577)"
2438,"EVT-002438",2013-01-19,"2013","January","Saturday",19,19,3,"Night","D09",0,0,32,"Scarborough",48,"East York","c(-79.4002933667628, 43.7761084131874)"
2439,"EVT-002439",2012-03-14,"2012","March","Wednesday",74,14,7,"Morning","D47",0,2,40,"Downtown",7,"Downtown","c(-79.2180254811706, 43.6361194334755)"
2440,"EVT-002440",2007-02-25,"2007","February","Sunday",56,25,8,"Morning","D14",0,3,3,"Downtown",63,"Downtown","c(-79.4105254149418, 43.6145984994598)"
2441,"EVT-002441",2014-12-07,"2014","December","Sunday",341,7,16,"Afternoon","D29",0,2,142,"East York",136,"Scarborough","c(-79.4015718503356, 43.8282840391338)"
2442,"EVT-002442",2018-08-05,"2018","August","Sunday",217,5,8,"Morning","D37",0,2,26,"Downtown",46,"North York","c(-79.5685258550908, 43.8485319535596)"
2443,"EVT-002443",2020-02-12,"2020","February","Wednesday",43,12,22,"Evening","D22",0,1,7,"Etobicoke",131,"East York","c(-79.5952449602816, 43.5909907625346)"
2444,"EVT-002444",2008-08-31,"2008","August","Sunday",244,31,7,"Morning","D39",0,0,10,"North York",27,"Etobicoke","c(-79.426016032768, 43.6978655431163)"
2445,"EVT-002445",2017-06-26,"2017","June","Monday",177,26,22,"Evening","D15",1,2,142,"Scarborough",113,"Downtown","c(-79.4438724345474, 43.7807844419489)"
2446,"EVT-002446",2015-08-30,"2015","August","Sunday",242,30,5,"Night","D31",0,2,6,"North York",55,"Scarborough","c(-79.4662679136317, 43.7973258588756)"
2447,"EVT-002447",2016-02-04,"2016","February","Thursday",35,4,23,"Evening","D21",0,2,102,"Etobicoke",140,"Etobicoke","c(-79.2007583632413, 43.6724240463467)"
2448,"EVT-002448",2004-07-02,"2004","July","Friday",184,2,20,"Evening","D18",0,2,82,"Etobicoke",25,"Etobicoke","c(-79.4756883637482, 43.7816460070098)"
2449,"EVT-002449",2007-11-05,"2007","November","Monday",309,5,12,"Morning","D48",0,3,51,"Downtown",112,"Scarborough","c(-79.6372030086447, 43.6471468974538)"
2450,"EVT-002450",2005-09-10,"2005","September","Saturday",253,10,10,"Morning","D20",0,2,113,"Downtown",140,"Downtown","c(-79.2040608468397, 43.7769767436814)"
2451,"EVT-002451",2010-07-18,"2010","July","Sunday",199,18,13,"Afternoon","D07",0,2,102,"Scarborough",64,"North York","c(-79.4727784550019, 43.6990318208044)"
2452,"EVT-002452",2008-07-22,"2008","July","Tuesday",204,22,8,"Morning","D44",0,3,105,"East York",121,"Scarborough","c(-79.5567369503753, 43.8293585782299)"
2453,"EVT-002453",2009-08-22,"2009","August","Saturday",234,22,21,"Evening","D23",0,1,152,"North York",86,"Scarborough","c(-79.5211764968449, 43.637973426944)"
2454,"EVT-002454",2005-04-20,"2005","April","Wednesday",110,20,20,"Evening","D42",0,3,94,"Scarborough",43,"East York","c(-79.3165792007636, 43.64818221264)"
2455,"EVT-002455",2011-11-02,"2011","November","Wednesday",306,2,17,"Afternoon","D50",0,0,117,"Downtown",14,"Downtown","c(-79.5611239046151, 43.8530311146814)"
2456,"EVT-002456",2010-11-05,"2010","November","Friday",309,5,15,"Afternoon","D26",0,3,92,"Scarborough",109,"Etobicoke","c(-79.4382632487573, 43.6492004730495)"
2457,"EVT-002457",2022-07-08,"2022","July","Friday",189,8,21,"Evening","D22",0,3,86,"East York",95,"East York","c(-79.5001538457889, 43.6651052877981)"
2458,"EVT-002458",2008-01-12,"2008","January","Saturday",12,12,17,"Afternoon","D36",0,0,44,"North York",133,"Scarborough","c(-79.6098387631245, 43.6391941276707)"
2459,"EVT-002459",2022-09-11,"2022","September","Sunday",254,11,21,"Evening","D37",0,4,101,"East York",87,"Downtown","c(-79.3247015831789, 43.8231819317134)"
2460,"EVT-002460",2009-11-23,"2009","November","Monday",327,23,7,"Morning","D44",0,3,94,"Scarborough",102,"Downtown","c(-79.6013570343992, 43.7539455782542)"
2461,"EVT-002461",2011-10-27,"2011","October","Thursday",300,27,9,"Morning","D05",0,3,44,"Etobicoke",81,"Scarborough","c(-79.3355426175615, 43.6590744546548)"
2462,"EVT-002462",2005-08-08,"2005","August","Monday",220,8,12,"Morning","D03",0,2,98,"East York",92,"Etobicoke","c(-79.2475128324067, 43.6409849847004)"
2463,"EVT-002463",2005-08-31,"2005","August","Wednesday",243,31,4,"Night","D18",0,2,18,"Etobicoke",137,"Etobicoke","c(-79.5841949055603, 43.5884562803147)"
2464,"EVT-002464",2016-12-24,"2016","December","Saturday",359,24,6,"Night","D26",0,2,6,"Scarborough",72,"Scarborough","c(-79.4346215909403, 43.6908901229786)"
2465,"EVT-002465",2017-12-21,"2017","December","Thursday",355,21,20,"Evening","D28",0,1,61,"Downtown",102,"Etobicoke","c(-79.123300615775, 43.7745369065436)"
2466,"EVT-002466",2008-03-31,"2008","March","Monday",91,31,18,"Afternoon","D02",1,2,153,"Scarborough",134,"Etobicoke","c(-79.1230923350727, 43.6718875314843)"
2467,"EVT-002467",2008-08-06,"2008","August","Wednesday",219,6,23,"Evening","D16",0,3,142,"Etobicoke",92,"East York","c(-79.5470900250591, 43.6722609561836)"
2468,"EVT-002468",2017-07-09,"2017","July","Sunday",190,9,19,"Evening","D51",1,2,1,"Downtown",67,"Downtown","c(-79.5531510700993, 43.740724130613)"
2469,"EVT-002469",2022-06-01,"2022","June","Wednesday",152,1,17,"Afternoon","D29",0,4,1,"Etobicoke",23,"Scarborough","c(-79.4133582141852, 43.8194612709137)"
2470,"EVT-002470",2014-11-18,"2014","November","Tuesday",322,18,20,"Evening","D48",0,1,98,"Downtown",137,"East York","c(-79.3663088194519, 43.8029298735924)"
2471,"EVT-002471",2007-04-01,"2007","April","Sunday",91,1,0,"Night","D04",0,4,153,"Downtown",32,"East York","c(-79.5953859749341, 43.6317523065252)"
2472,"EVT-002472",2011-06-09,"2011","June","Thursday",160,9,9,"Morning","D50",0,1,115,"East York",96,"North York","c(-79.3987056512943, 43.6132738147801)"
2473,"EVT-002473",2022-12-30,"2022","December","Friday",364,30,14,"Afternoon","D29",0,3,156,"Downtown",107,"East York","c(-79.4452685263986, 43.7400453036714)"
2474,"EVT-002474",2018-05-03,"2018","May","Thursday",123,3,6,"Night","D27",0,3,4,"East York",91,"Scarborough","c(-79.3378518985679, 43.7034139911864)"
2475,"EVT-002475",2019-07-15,"2019","July","Monday",196,15,23,"Evening","D02",0,2,158,"North York",102,"Scarborough","c(-79.1360753584635, 43.7419269974399)"
2476,"EVT-002476",2014-11-24,"2014","November","Monday",328,24,11,"Morning","D06",1,2,43,"North York",77,"Etobicoke","c(-79.5830361435998, 43.6520825356362)"
2477,"EVT-002477",2017-10-12,"2017","October","Thursday",285,12,3,"Night","D32",0,2,130,"Etobicoke",96,"Downtown","c(-79.570531275901, 43.5930352077281)"
2478,"EVT-002478",2013-07-01,"2013","July","Monday",182,1,11,"Morning","D27",0,4,127,"Downtown",56,"Etobicoke","c(-79.6095364484899, 43.6213182558805)"
2479,"EVT-002479",2004-09-26,"2004","September","Sunday",270,26,4,"Night","D26",0,0,141,"Scarborough",124,"Downtown","c(-79.5745144565044, 43.7001919954579)"
2480,"EVT-002480",2012-04-20,"2012","April","Friday",111,20,19,"Evening","D28",0,3,81,"Downtown",28,"Scarborough","c(-79.5774026351914, 43.7061416835271)"
2481,"EVT-002481",2022-01-07,"2022","January","Friday",7,7,22,"Evening","D48",0,1,102,"Downtown",18,"North York","c(-79.4351441816213, 43.8549858201696)"
2482,"EVT-002482",2022-02-03,"2022","February","Thursday",34,3,4,"Night","D22",0,0,109,"Scarborough",84,"Downtown","c(-79.5414052259456, 43.7961419068817)"
2483,"EVT-002483",2018-02-21,"2018","February","Wednesday",52,21,22,"Evening","D28",0,1,35,"Etobicoke",128,"North York","c(-79.2120508128002, 43.7042862006845)"
2484,"EVT-002484",2006-07-10,"2006","July","Monday",191,10,3,"Night","D24",0,3,111,"Etobicoke",112,"Scarborough","c(-79.5526186177205, 43.6864063766098)"
2485,"EVT-002485",2010-01-09,"2010","January","Saturday",9,9,22,"Evening","D24",0,0,59,"Downtown",114,"Etobicoke","c(-79.6025019649997, 43.6054057649011)"
2486,"EVT-002486",2023-08-16,"2023","August","Wednesday",228,16,21,"Evening","D16",0,2,62,"Etobicoke",42,"Downtown","c(-79.5946650175499, 43.8509792044094)"
2487,"EVT-002487",2012-08-29,"2012","August","Wednesday",242,29,22,"Evening","D45",0,1,26,"North York",42,"Downtown","c(-79.3169356685609, 43.722689163558)"
2488,"EVT-002488",2018-07-28,"2018","July","Saturday",209,28,19,"Evening","D30",0,2,12,"Downtown",5,"Etobicoke","c(-79.3564037259821, 43.6792620224709)"
2489,"EVT-002489",2021-07-21,"2021","July","Wednesday",202,21,18,"Afternoon","D38",0,1,103,"East York",7,"East York","c(-79.3894596293725, 43.7476580919491)"
2490,"EVT-002490",2014-06-07,"2014","June","Saturday",158,7,18,"Afternoon","D44",0,5,75,"North York",113,"Downtown","c(-79.630724869214, 43.5902296465911)"
2491,"EVT-002491",2004-03-06,"2004","March","Saturday",66,6,23,"Evening","D47",0,2,46,"Etobicoke",7,"Etobicoke","c(-79.4205085425515, 43.708267937471)"
2492,"EVT-002492",2024-01-21,"2024","January","Sunday",21,21,2,"Night","D34",0,1,76,"Scarborough",140,"Scarborough","c(-79.4291485354776, 43.7766419800323)"
2493,"EVT-002493",2011-02-05,"2011","February","Saturday",36,5,13,"Afternoon","D13",0,3,53,"Scarborough",136,"Scarborough","c(-79.2616219282834, 43.6916326862741)"
2494,"EVT-002494",2014-01-06,"2014","January","Monday",6,6,9,"Morning","D01",0,1,49,"Etobicoke",97,"Downtown","c(-79.5078022804489, 43.715483784375)"
2495,"EVT-002495",2004-01-13,"2004","January","Tuesday",13,13,15,"Afternoon","D13",0,1,18,"Downtown",23,"Etobicoke","c(-79.1900345436618, 43.6749617100975)"
2496,"EVT-002496",2023-12-23,"2023","December","Saturday",357,23,18,"Afternoon","D25",0,3,43,"East York",11,"Scarborough","c(-79.343376903731, 43.6709489327805)"
2497,"EVT-002497",2010-07-22,"2010","July","Thursday",203,22,5,"Night","D38",0,0,10,"North York",69,"East York","c(-79.2206143358793, 43.6296784672776)"
2498,"EVT-002498",2011-02-02,"2011","February","Wednesday",33,2,22,"Evening","D26",0,3,49,"Etobicoke",109,"North York","c(-79.3704922363445, 43.6601405336693)"
2499,"EVT-002499",2023-02-12,"2023","February","Sunday",43,12,15,"Afternoon","D29",0,3,91,"East York",10,"North York","c(-79.357186592434, 43.8500133144852)"
2500,"EVT-002500",2023-02-22,"2023","February","Wednesday",53,22,0,"Night","D09",0,3,48,"Etobicoke",120,"Etobicoke","c(-79.1207589423556, 43.7398651103679)"
2501,"EVT-002501",2013-06-28,"2013","June","Friday",179,28,2,"Night","D29",0,3,151,"Scarborough",121,"Downtown","c(-79.5263589582533, 43.6193315641809)"
2502,"EVT-002502",2007-03-24,"2007","March","Saturday",83,24,18,"Afternoon","D10",0,3,89,"Downtown",79,"Etobicoke","c(-79.4523549290598, 43.6398115350552)"
2503,"EVT-002503",2014-05-25,"2014","May","Sunday",145,25,2,"Night","D09",0,1,119,"Downtown",119,"Etobicoke","c(-79.6071939286029, 43.7209047268983)"
2504,"EVT-002504",2021-05-03,"2021","May","Monday",123,3,15,"Afternoon","D33",0,1,105,"Scarborough",63,"Downtown","c(-79.318983259231, 43.8011066954466)"
2505,"EVT-002505",2010-12-20,"2010","December","Monday",354,20,0,"Night","D23",0,2,23,"North York",50,"Scarborough","c(-79.1711748193707, 43.6722420943782)"
2506,"EVT-002506",2008-09-22,"2008","September","Monday",266,22,5,"Night","D45",0,2,93,"North York",53,"Downtown","c(-79.2726782252153, 43.6413315235533)"
2507,"EVT-002507",2018-10-27,"2018","October","Saturday",300,27,21,"Evening","D34",0,0,6,"Scarborough",73,"Etobicoke","c(-79.1768953595521, 43.8236963463146)"
2508,"EVT-002508",2008-06-23,"2008","June","Monday",175,23,0,"Night","D51",0,6,83,"Scarborough",11,"North York","c(-79.1549569029422, 43.7581351891581)"
2509,"EVT-002509",2009-07-26,"2009","July","Sunday",207,26,6,"Night","D25",0,2,46,"East York",69,"Etobicoke","c(-79.5693747616764, 43.8007318634063)"
2510,"EVT-002510",2012-06-02,"2012","June","Saturday",154,2,4,"Night","D29",0,1,145,"Scarborough",132,"Etobicoke","c(-79.6171874555182, 43.804379750408)"
2511,"EVT-002511",2011-01-08,"2011","January","Saturday",8,8,3,"Night","D39",0,1,26,"North York",54,"North York","c(-79.2148591635374, 43.5978027213156)"
2512,"EVT-002512",2008-05-11,"2008","May","Sunday",132,11,23,"Evening","D05",1,1,107,"North York",86,"East York","c(-79.547679154803, 43.7676482690215)"
2513,"EVT-002513",2010-04-16,"2010","April","Friday",106,16,10,"Morning","D01",0,5,134,"Downtown",129,"East York","c(-79.6054430644868, 43.8276438942619)"
2514,"EVT-002514",2016-07-13,"2016","July","Wednesday",195,13,5,"Night","D27",0,2,149,"North York",71,"East York","c(-79.6097844575586, 43.6783362827154)"
2515,"EVT-002515",2021-02-25,"2021","February","Thursday",56,25,11,"Morning","D16",0,1,6,"Scarborough",42,"Etobicoke","c(-79.1316241009768, 43.7628906717952)"
2516,"EVT-002516",2005-08-26,"2005","August","Friday",238,26,22,"Evening","D13",0,2,8,"Etobicoke",108,"North York","c(-79.503322981971, 43.6591397846492)"
2517,"EVT-002517",2005-07-14,"2005","July","Thursday",195,14,11,"Morning","D26",0,1,51,"East York",23,"East York","c(-79.6043193982216, 43.8373053325059)"
2518,"EVT-002518",2022-05-28,"2022","May","Saturday",148,28,16,"Afternoon","D30",0,0,81,"Scarborough",77,"North York","c(-79.2146454442387, 43.7521944617387)"
2519,"EVT-002519",2009-05-16,"2009","May","Saturday",136,16,3,"Night","D48",0,3,40,"Downtown",78,"East York","c(-79.57211874154, 43.6418282989876)"
2520,"EVT-002520",2007-09-22,"2007","September","Saturday",265,22,0,"Night","D40",0,2,121,"East York",137,"East York","c(-79.4552237105647, 43.7530483859632)"
2521,"EVT-002521",2011-09-17,"2011","September","Saturday",260,17,6,"Night","D15",0,1,25,"North York",50,"North York","c(-79.5840475097949, 43.8220617911428)"
2522,"EVT-002522",2022-10-03,"2022","October","Monday",276,3,19,"Evening","D34",0,2,81,"Downtown",25,"North York","c(-79.2550630702011, 43.7129916189184)"
2523,"EVT-002523",2012-11-22,"2012","November","Thursday",327,22,5,"Night","D40",0,3,109,"East York",11,"North York","c(-79.2748508714918, 43.6036841967309)"
2524,"EVT-002524",2023-11-09,"2023","November","Thursday",313,9,21,"Evening","D32",0,2,49,"East York",118,"Etobicoke","c(-79.3933266049512, 43.607114033163)"
2525,"EVT-002525",2014-09-09,"2014","September","Tuesday",252,9,0,"Night","D07",0,3,17,"Scarborough",15,"East York","c(-79.330958100111, 43.8304455763947)"
2526,"EVT-002526",2021-07-06,"2021","July","Tuesday",187,6,1,"Night","D51",0,1,119,"Scarborough",32,"East York","c(-79.3918067567531, 43.761331730531)"
2527,"EVT-002527",2013-09-09,"2013","September","Monday",252,9,14,"Afternoon","D11",0,1,129,"Downtown",40,"Etobicoke","c(-79.3917444612647, 43.7855296920395)"
2528,"EVT-002528",2007-09-30,"2007","September","Sunday",273,30,13,"Afternoon","D19",0,0,157,"North York",48,"Scarborough","c(-79.6037514051007, 43.5822708366398)"
2529,"EVT-002529",2024-01-06,"2024","January","Saturday",6,6,13,"Afternoon","D51",0,1,37,"East York",7,"North York","c(-79.4327502593722, 43.821193143058)"
2530,"EVT-002530",2024-06-06,"2024","June","Thursday",158,6,9,"Morning","D05",0,1,128,"Etobicoke",137,"Downtown","c(-79.5342157311469, 43.6616882094979)"
2531,"EVT-002531",2023-07-26,"2023","July","Wednesday",207,26,8,"Morning","D03",0,2,92,"Downtown",121,"Downtown","c(-79.4550728351874, 43.6039850611484)"
2532,"EVT-002532",2017-06-17,"2017","June","Saturday",168,17,8,"Morning","D34",0,2,80,"Downtown",53,"North York","c(-79.2297539181426, 43.6400767019011)"
2533,"EVT-002533",2010-06-27,"2010","June","Sunday",178,27,1,"Night","D41",0,0,110,"Etobicoke",22,"Downtown","c(-79.2777814302167, 43.8109357977117)"
2534,"EVT-002534",2010-05-23,"2010","May","Sunday",143,23,5,"Night","D18",0,1,115,"Scarborough",126,"North York","c(-79.3571754421802, 43.7364643548073)"
2535,"EVT-002535",2007-10-06,"2007","October","Saturday",279,6,16,"Afternoon","D09",0,0,56,"North York",102,"East York","c(-79.5127790591873, 43.6061595264213)"
2536,"EVT-002536",2021-02-20,"2021","February","Saturday",51,20,14,"Afternoon","D16",0,1,113,"Etobicoke",80,"North York","c(-79.3493446661519, 43.6946487439692)"
2537,"EVT-002537",2014-09-14,"2014","September","Sunday",257,14,13,"Afternoon","D43",0,0,36,"East York",88,"Downtown","c(-79.2349423415244, 43.8090505795214)"
2538,"EVT-002538",2005-09-16,"2005","September","Friday",259,16,22,"Evening","D32",0,1,110,"Scarborough",25,"Scarborough","c(-79.3617406387111, 43.5837842788432)"
2539,"EVT-002539",2017-12-31,"2017","December","Sunday",365,31,11,"Morning","D14",0,1,126,"North York",41,"Scarborough","c(-79.3626331519805, 43.6578810202958)"
2540,"EVT-002540",2010-06-10,"2010","June","Thursday",161,10,18,"Afternoon","D06",0,5,27,"Downtown",119,"Scarborough","c(-79.5674040433293, 43.7929724464076)"
2541,"EVT-002541",2020-09-19,"2020","September","Saturday",263,19,17,"Afternoon","D39",0,1,34,"North York",6,"Downtown","c(-79.5650244879803, 43.8423875045985)"
2542,"EVT-002542",2007-06-20,"2007","June","Wednesday",171,20,21,"Evening","D50",0,2,133,"East York",78,"Downtown","c(-79.4794375822941, 43.6415930796638)"
2543,"EVT-002543",2004-04-15,"2004","April","Thursday",106,15,0,"Night","D21",0,1,29,"East York",130,"Etobicoke","c(-79.5623126048846, 43.7497208204996)"
2544,"EVT-002544",2018-12-02,"2018","December","Sunday",336,2,5,"Night","D08",0,1,150,"North York",70,"Downtown","c(-79.197715372112, 43.6659251346692)"
2545,"EVT-002545",2007-08-04,"2007","August","Saturday",216,4,11,"Morning","D39",0,4,74,"East York",66,"North York","c(-79.2043481743792, 43.6717640837662)"
2546,"EVT-002546",2010-03-14,"2010","March","Sunday",73,14,15,"Afternoon","D08",1,2,157,"Downtown",99,"North York","c(-79.3262997959875, 43.825104176808)"
2547,"EVT-002547",2012-01-07,"2012","January","Saturday",7,7,15,"Afternoon","D11",0,1,141,"Scarborough",4,"Etobicoke","c(-79.1602979625493, 43.8004362776034)"
2548,"EVT-002548",2013-10-26,"2013","October","Saturday",299,26,17,"Afternoon","D14",0,3,41,"East York",66,"Downtown","c(-79.1440854718244, 43.6020066172281)"
2549,"EVT-002549",2009-08-13,"2009","August","Thursday",225,13,18,"Afternoon","D49",0,3,52,"Downtown",121,"East York","c(-79.1274792409034, 43.8531231582144)"
2550,"EVT-002550",2016-04-05,"2016","April","Tuesday",96,5,9,"Morning","D30",0,5,79,"Downtown",132,"Scarborough","c(-79.5971851439642, 43.60413812142)"
2551,"EVT-002551",2011-09-11,"2011","September","Sunday",254,11,6,"Night","D15",0,2,90,"Etobicoke",89,"North York","c(-79.2983663096584, 43.6984164237427)"
2552,"EVT-002552",2023-06-26,"2023","June","Monday",177,26,11,"Morning","D51",0,1,12,"Downtown",77,"Downtown","c(-79.4900301600069, 43.629625193214)"
2553,"EVT-002553",2015-08-03,"2015","August","Monday",215,3,1,"Night","D08",0,3,41,"Downtown",9,"North York","c(-79.423816986542, 43.5859475711914)"
2554,"EVT-002554",2020-12-28,"2020","December","Monday",363,28,13,"Afternoon","D43",0,2,123,"North York",10,"Scarborough","c(-79.5846247762857, 43.8479537200602)"
2555,"EVT-002555",2018-11-18,"2018","November","Sunday",322,18,12,"Morning","D50",0,0,70,"Downtown",83,"Etobicoke","c(-79.5334460988481, 43.7943924235538)"
2556,"EVT-002556",2010-02-06,"2010","February","Saturday",37,6,21,"Evening","D27",0,2,81,"Etobicoke",11,"Scarborough","c(-79.382537032773, 43.6223921564726)"
2557,"EVT-002557",2007-07-13,"2007","July","Friday",194,13,18,"Afternoon","D53",0,1,157,"East York",55,"Etobicoke","c(-79.2247053842075, 43.5942072971823)"
2558,"EVT-002558",2020-03-09,"2020","March","Monday",69,9,0,"Night","D09",0,2,124,"North York",105,"Etobicoke","c(-79.1306153297733, 43.8361562308552)"
2559,"EVT-002559",2009-03-20,"2009","March","Friday",79,20,0,"Night","D42",0,3,69,"Etobicoke",130,"East York","c(-79.3560114893852, 43.6938731958175)"
2560,"EVT-002560",2012-06-30,"2012","June","Saturday",182,30,9,"Morning","D33",0,1,81,"Etobicoke",101,"Downtown","c(-79.4309338367801, 43.6160426598953)"
2561,"EVT-002561",2024-04-07,"2024","April","Sunday",98,7,9,"Morning","D33",0,1,127,"East York",129,"East York","c(-79.3942279139467, 43.7354242289916)"
2562,"EVT-002562",2005-07-23,"2005","July","Saturday",204,23,6,"Night","D54",0,1,109,"North York",29,"East York","c(-79.528622783424, 43.8411333084809)"
2563,"EVT-002563",2006-12-12,"2006","December","Tuesday",346,12,4,"Night","D52",0,4,111,"Downtown",36,"North York","c(-79.4636603231689, 43.84722383478)"
2564,"EVT-002564",2010-12-02,"2010","December","Thursday",336,2,8,"Morning","D45",0,1,131,"Etobicoke",46,"North York","c(-79.5528656200517, 43.8157057287848)"
2565,"EVT-002565",2006-04-24,"2006","April","Monday",114,24,3,"Night","D30",0,1,150,"East York",97,"Scarborough","c(-79.1852327526195, 43.6968796822783)"
2566,"EVT-002566",2012-06-05,"2012","June","Tuesday",157,5,21,"Evening","D30",0,2,32,"Etobicoke",49,"Scarborough","c(-79.3309591177953, 43.6840327825641)"
2567,"EVT-002567",2014-09-18,"2014","September","Thursday",261,18,19,"Evening","D16",0,3,158,"Downtown",45,"Downtown","c(-79.2498801030522, 43.6004657327075)"
2568,"EVT-002568",2008-10-28,"2008","October","Tuesday",302,28,13,"Afternoon","D12",0,4,3,"North York",105,"Downtown","c(-79.3152226230871, 43.7646824692031)"
2569,"EVT-002569",2014-02-08,"2014","February","Saturday",39,8,18,"Afternoon","D12",0,2,71,"East York",41,"East York","c(-79.4567062139938, 43.6563419435706)"
2570,"EVT-002570",2021-08-13,"2021","August","Friday",225,13,3,"Night","D10",0,1,93,"Downtown",51,"Etobicoke","c(-79.5143542459611, 43.6270236084709)"
2571,"EVT-002571",2022-04-24,"2022","April","Sunday",114,24,11,"Morning","D11",0,0,41,"Downtown",127,"Downtown","c(-79.3590156598782, 43.6574754826298)"
2572,"EVT-002572",2015-11-16,"2015","November","Monday",320,16,0,"Night","D17",0,2,29,"Scarborough",133,"East York","c(-79.4769108188558, 43.5874898273392)"
