"","dates","event_type","neighbourhood","injuries","deaths"
"2700",2019-09-10,"firearm_discharge","Downtown",0,0
"2701",2019-03-05,"firearm_discharge","Scarborough",0,0
"2702",2018-01-04,"firearm_discharge","Etobicoke",0,0
"2703",2020-02-06,"shooting_event","Scarborough",0,0
"2704",2020-12-13,"shooting_event","Downtown",2,0
"2705",2020-09-08,"firearm_discharge","East York",0,0
"2706",2023-05-21,"firearm_discharge","East York",0,0
"2707",2023-03-12,"firearm_discharge","Scarborough",0,0
"2708",2023-11-27,"firearm_discharge","Downtown",0,0
"2709",2023-06-14,"firearm_discharge","Etobicoke",0,0
"2710",2022-12-31,"shooting_event","East York",0,0
"2711",2020-01-10,"shooting_event","Downtown",0,0
"2712",2020-11-22,"firearm_discharge","East York",0,0
"2713",2022-01-14,"shooting_event","Downtown",0,0
"2714",2022-11-27,"shooting_event","Downtown",2,0
"2715",2020-11-21,"firearm_discharge","Etobicoke",0,0
"2716",2023-04-11,"shooting_event","Downtown",2,0
"2717",2021-12-12,"firearm_discharge","Downtown",0,0
"2718",2019-12-27,"firearm_discharge","Scarborough",0,0
"2719",2022-05-22,"shooting_event","Scarborough",0,0
"2720",2018-04-15,"firearm_discharge","Downtown",0,0
"2721",2022-04-30,"firearm_discharge","Etobicoke",0,0
"2722",2021-07-08,"firearm_discharge","Scarborough",0,0
"2723",2021-03-19,"shooting_event","East York",0,0
"2724",2020-08-25,"shooting_event","East York",1,0
"2725",2020-11-20,"firearm_discharge","Scarborough",0,0
"2726",2021-11-24,"firearm_discharge","Downtown",0,0
"2727",2020-11-06,"shooting_event","North York",3,0
"2728",2023-09-20,"shooting_event","Downtown",0,0
"2729",2022-06-01,"shooting_event","Etobicoke",0,1
"2730",2020-05-08,"firearm_discharge","Downtown",0,0
"2731",2020-12-09,"firearm_discharge","Scarborough",0,0
"2732",2023-04-15,"shooting_event","Etobicoke",1,0
"2733",2022-02-13,"shooting_event","East York",1,0
"2734",2019-12-07,"firearm_discharge","North York",0,0
"2735",2018-09-16,"firearm_discharge","Etobicoke",0,0
"2736",2019-06-08,"shooting_event","East York",0,0
"2737",2018-11-03,"firearm_discharge","North York",0,0
"2738",2022-12-08,"firearm_discharge","East York",0,0
"2739",2019-09-17,"firearm_discharge","Downtown",0,0
"2740",2022-08-29,"shooting_event","Etobicoke",2,0
"2741",2022-11-18,"shooting_event","Etobicoke",1,0
"2742",2019-09-20,"shooting_event","Scarborough",1,0
"2743",2023-05-07,"firearm_discharge","East York",0,0
"2744",2020-12-16,"shooting_event","Etobicoke",0,0
"2745",2023-09-06,"shooting_event","North York",2,0
"2746",2019-08-02,"firearm_discharge","North York",0,0
"2747",2019-01-13,"firearm_discharge","Scarborough",0,0
"2748",2018-05-11,"shooting_event","Scarborough",1,0
"2749",2020-12-28,"shooting_event","East York",0,0
"2750",2020-11-06,"firearm_discharge","Etobicoke",0,0
"2751",2019-03-04,"shooting_event","Etobicoke",2,0
"2752",2021-02-20,"shooting_event","Scarborough",2,0
"2753",2023-05-02,"shooting_event","Downtown",2,0
"2754",2018-11-19,"shooting_event","Etobicoke",1,0
"2755",2018-05-31,"firearm_discharge","North York",0,0
"2756",2020-01-21,"firearm_discharge","Etobicoke",0,0
"2757",2020-09-07,"shooting_event","Downtown",1,0
"2758",2019-06-14,"shooting_event","Scarborough",1,0
"2759",2018-10-15,"shooting_event","Etobicoke",1,0
"2760",2020-09-17,"shooting_event","North York",0,0
"2761",2020-07-13,"shooting_event","North York",2,0
"2762",2020-06-05,"firearm_discharge","Downtown",0,0
"2763",2021-11-09,"shooting_event","North York",2,0
"2764",2021-01-11,"shooting_event","Downtown",1,0
"2765",2022-03-12,"firearm_discharge","Downtown",0,0
"2766",2022-03-21,"shooting_event","Scarborough",1,0
"2767",2021-05-15,"firearm_discharge","North York",0,0
"2768",2022-07-29,"shooting_event","Etobicoke",0,0
"2769",2018-01-08,"shooting_event","East York",0,0
"2770",2021-12-06,"firearm_discharge","Etobicoke",0,0
"2771",2018-04-05,"shooting_event","North York",0,0
"2772",2018-06-04,"firearm_discharge","North York",0,0
"2773",2020-11-06,"firearm_discharge","Scarborough",0,0
"2774",2021-07-07,"shooting_event","Etobicoke",2,0
"2775",2023-12-11,"shooting_event","North York",1,0
"2776",2023-10-05,"firearm_discharge","East York",0,0
"2777",2022-01-27,"shooting_event","East York",0,0
"2778",2020-12-06,"shooting_event","Scarborough",0,0
"2779",2021-01-02,"firearm_discharge","North York",0,0
"2780",2023-02-02,"shooting_event","Etobicoke",0,0
"2781",2023-11-02,"firearm_discharge","Scarborough",0,0
"2782",2021-02-20,"firearm_discharge","Etobicoke",0,0
"2783",2023-04-15,"shooting_event","East York",2,0
"2784",2023-09-15,"firearm_discharge","North York",0,0
"2785",2021-06-01,"firearm_discharge","East York",0,0
"2786",2019-03-04,"firearm_discharge","North York",0,0
"2787",2021-01-16,"firearm_discharge","East York",0,0
"2788",2023-11-26,"firearm_discharge","East York",0,0
"2789",2021-04-27,"firearm_discharge","North York",0,0
"2790",2021-09-26,"firearm_discharge","Downtown",0,0
"2791",2018-11-01,"firearm_discharge","Downtown",0,0
"2792",2019-01-03,"shooting_event","East York",1,0
"2793",2021-08-17,"firearm_discharge","East York",0,0
"2794",2019-01-03,"shooting_event","Downtown",3,0
"2795",2020-02-27,"shooting_event","Etobicoke",2,0
"2796",2022-09-12,"firearm_discharge","Downtown",0,0
"2797",2021-04-05,"firearm_discharge","North York",0,0
"2798",2023-04-25,"shooting_event","Scarborough",0,0
"2799",2020-07-22,"shooting_event","Downtown",1,1
"2800",2023-11-04,"firearm_discharge","North York",0,0
"2801",2018-06-15,"firearm_discharge","Etobicoke",0,0
"2802",2020-10-29,"firearm_discharge","North York",0,0
"2803",2022-07-13,"firearm_discharge","North York",0,0
"2804",2018-04-26,"firearm_discharge","North York",0,0
"2805",2020-12-25,"shooting_event","Etobicoke",0,0
"2806",2019-09-04,"shooting_event","Scarborough",0,0
"2807",2020-06-11,"shooting_event","Etobicoke",1,0
"2808",2022-04-14,"shooting_event","North York",1,0
"2809",2018-02-15,"shooting_event","East York",1,0
"2810",2022-05-04,"firearm_discharge","Etobicoke",0,0
"2811",2021-10-10,"shooting_event","Scarborough",2,0
"2812",2020-09-03,"firearm_discharge","North York",0,0
"2813",2018-06-02,"shooting_event","North York",0,0
"2814",2022-04-07,"firearm_discharge","Downtown",0,0
"2815",2023-01-30,"firearm_discharge","North York",0,0
"2816",2018-04-24,"firearm_discharge","Scarborough",0,0
"2817",2018-03-06,"shooting_event","Scarborough",1,0
"2818",2018-09-08,"firearm_discharge","North York",0,0
"2819",2018-08-09,"firearm_discharge","East York",0,0
"2820",2020-06-01,"shooting_event","East York",0,0
"2821",2021-09-05,"shooting_event","Scarborough",2,0
"2822",2022-07-20,"shooting_event","Downtown",0,0
"2823",2021-12-22,"shooting_event","North York",0,1
"2824",2020-01-30,"shooting_event","Downtown",2,0
"2825",2023-10-18,"shooting_event","Scarborough",0,0
"2826",2020-09-09,"shooting_event","Etobicoke",0,0
"2827",2022-06-03,"shooting_event","Scarborough",1,0
"2828",2022-07-25,"shooting_event","Scarborough",1,0
"2829",2023-04-28,"firearm_discharge","Scarborough",0,0
"2830",2018-12-17,"firearm_discharge","East York",0,0
"2831",2021-09-04,"firearm_discharge","Etobicoke",0,0
"2832",2022-09-20,"shooting_event","Etobicoke",0,1
"2833",2019-01-13,"shooting_event","Downtown",0,0
"2834",2018-05-14,"firearm_discharge","East York",0,0
"2835",2021-11-19,"firearm_discharge","Downtown",0,0
"2836",2018-12-26,"firearm_discharge","Scarborough",0,0
"2837",2020-11-15,"shooting_event","Etobicoke",2,0
"2838",2022-05-22,"firearm_discharge","East York",0,0
"2839",2022-01-05,"shooting_event","Etobicoke",2,0
"2840",2023-06-01,"firearm_discharge","Downtown",0,0
"2841",2018-06-30,"firearm_discharge","Downtown",0,0
"2842",2019-11-01,"firearm_discharge","North York",0,0
"2843",2018-07-14,"firearm_discharge","North York",0,0
"2844",2023-03-12,"firearm_discharge","East York",0,0
"2845",2018-12-04,"shooting_event","Etobicoke",3,0
"2846",2018-12-07,"firearm_discharge","Scarborough",0,0
"2847",2019-10-11,"firearm_discharge","Downtown",0,0
"2848",2022-04-28,"shooting_event","East York",1,1
"2849",2019-09-24,"shooting_event","Downtown",1,0
"2850",2022-05-28,"firearm_discharge","East York",0,0
"2851",2021-12-06,"firearm_discharge","Downtown",0,0
"2852",2018-10-17,"firearm_discharge","Scarborough",0,0
"2853",2019-09-09,"firearm_discharge","East York",0,0
"2854",2021-12-29,"firearm_discharge","Scarborough",0,0
"2855",2023-02-14,"shooting_event","North York",0,0
"2856",2023-11-23,"firearm_discharge","Scarborough",0,0
"2857",2021-04-17,"firearm_discharge","North York",0,0
"2858",2020-08-02,"firearm_discharge","Etobicoke",0,0
"2859",2021-08-13,"shooting_event","North York",1,0
"2860",2023-01-24,"firearm_discharge","Downtown",0,0
"2861",2018-10-22,"shooting_event","Downtown",0,0
"2862",2023-04-12,"shooting_event","Downtown",1,0
"2863",2022-04-17,"shooting_event","Etobicoke",0,0
"2864",2021-02-13,"shooting_event","North York",2,0
"2865",2023-08-08,"shooting_event","Scarborough",2,0
"2866",2022-12-07,"shooting_event","Etobicoke",0,0
"2867",2019-08-09,"firearm_discharge","East York",0,0
"2868",2022-07-29,"shooting_event","North York",1,0
"2869",2020-08-25,"firearm_discharge","North York",0,0
"2870",2020-08-19,"firearm_discharge","Scarborough",0,0
"2871",2019-05-02,"firearm_discharge","Downtown",0,0
"2872",2020-06-27,"firearm_discharge","Downtown",0,0
"2873",2023-10-29,"shooting_event","East York",1,0
"2874",2018-05-11,"firearm_discharge","Etobicoke",0,0
"2875",2019-10-04,"firearm_discharge","East York",0,0
"2876",2021-04-08,"firearm_discharge","Downtown",0,0
"2877",2020-07-14,"shooting_event","North York",0,0
"2878",2019-01-15,"firearm_discharge","East York",0,0
"2879",2022-12-23,"firearm_discharge","Etobicoke",0,0
"2880",2019-09-10,"firearm_discharge","Downtown",0,0
"2881",2018-10-01,"firearm_discharge","Downtown",0,0
"2882",2021-12-29,"firearm_discharge","North York",0,0
"2883",2022-12-14,"shooting_event","Etobicoke",1,0
"2884",2023-05-17,"firearm_discharge","Scarborough",0,0
"2885",2023-12-23,"firearm_discharge","North York",0,0
"2886",2022-04-02,"firearm_discharge","Etobicoke",0,0
"2887",2023-03-25,"firearm_discharge","East York",0,0
"2888",2020-11-05,"firearm_discharge","Downtown",0,0
"2889",2018-02-28,"shooting_event","Etobicoke",2,0
"2890",2022-06-24,"shooting_event","Downtown",0,0
"2891",2018-01-10,"firearm_discharge","Etobicoke",0,0
"2892",2020-03-09,"firearm_discharge","East York",0,0
"2893",2019-09-12,"firearm_discharge","Downtown",0,0
"2894",2018-11-30,"shooting_event","East York",1,1
"2895",2021-04-26,"shooting_event","East York",2,0
"2896",2021-08-22,"firearm_discharge","Downtown",0,0
"2897",2022-05-25,"firearm_discharge","East York",0,0
"2898",2020-05-10,"firearm_discharge","Scarborough",0,0
"2899",2020-04-07,"shooting_event","Scarborough",0,0
"2900",2021-06-23,"firearm_discharge","Etobicoke",0,0
"2901",2019-10-24,"firearm_discharge","Etobicoke",0,0
"2902",2020-11-06,"firearm_discharge","East York",0,0
"2903",2022-05-08,"shooting_event","Etobicoke",1,0
"2904",2023-02-04,"firearm_discharge","Scarborough",0,0
"2905",2019-12-24,"shooting_event","Scarborough",1,1
"2906",2022-12-27,"shooting_event","Scarborough",0,0
"2907",2019-05-19,"firearm_discharge","Etobicoke",0,0
"2908",2023-04-01,"shooting_event","East York",1,0
"2909",2021-12-01,"shooting_event","Etobicoke",1,0
"2910",2020-06-02,"firearm_discharge","East York",0,0
"2911",2023-08-07,"firearm_discharge","North York",0,0
"2912",2023-02-16,"firearm_discharge","East York",0,0
"2913",2020-07-28,"firearm_discharge","Scarborough",0,0
"2914",2018-06-07,"shooting_event","Scarborough",0,0
"2915",2022-04-17,"firearm_discharge","Etobicoke",0,0
"2916",2020-05-12,"shooting_event","Scarborough",1,0
"2917",2018-02-12,"firearm_discharge","North York",0,0
"2918",2019-01-07,"firearm_discharge","East York",0,0
"2919",2019-06-07,"shooting_event","North York",1,0
"2920",2019-01-21,"shooting_event","Etobicoke",0,0
"2921",2019-03-23,"shooting_event","Scarborough",1,0
"2922",2018-07-20,"firearm_discharge","East York",0,0
"2923",2020-05-27,"firearm_discharge","North York",0,0
"2924",2023-09-14,"firearm_discharge","Scarborough",0,0
"2925",2022-05-04,"shooting_event","North York",1,0
"2926",2018-02-20,"firearm_discharge","Scarborough",0,0
"2927",2022-10-27,"firearm_discharge","Etobicoke",0,0
"2928",2023-08-04,"shooting_event","Etobicoke",1,0
"2929",2021-09-02,"firearm_discharge","East York",0,0
"2930",2021-11-24,"firearm_discharge","Etobicoke",0,0
"2931",2018-12-24,"firearm_discharge","Scarborough",0,0
"2932",2020-04-22,"shooting_event","East York",0,0
"2933",2021-02-26,"firearm_discharge","Downtown",0,0
"2934",2018-03-14,"shooting_event","East York",0,0
"2935",2023-06-24,"firearm_discharge","Downtown",0,0
"2936",2021-06-06,"shooting_event","Scarborough",2,1
"2937",2021-02-27,"shooting_event","East York",3,0
"2938",2023-03-06,"shooting_event","Downtown",0,0
"2939",2018-10-27,"shooting_event","East York",2,0
"2940",2023-01-08,"firearm_discharge","North York",0,0
"2941",2021-10-17,"firearm_discharge","Scarborough",0,0
"2942",2018-10-10,"firearm_discharge","Downtown",0,0
"2943",2021-02-12,"shooting_event","Downtown",1,0
"2944",2019-03-03,"firearm_discharge","East York",0,0
"2945",2020-08-21,"firearm_discharge","East York",0,0
"2946",2022-06-26,"firearm_discharge","Scarborough",0,0
"2947",2023-12-03,"firearm_discharge","North York",0,0
"2948",2021-04-20,"firearm_discharge","Downtown",0,0
"2949",2022-03-25,"shooting_event","East York",0,0
"2950",2022-09-19,"shooting_event","East York",1,0
"2951",2018-06-21,"firearm_discharge","North York",0,0
"2952",2023-05-22,"firearm_discharge","Downtown",0,0
"2953",2020-09-17,"firearm_discharge","North York",0,0
"2954",2021-07-08,"shooting_event","East York",2,1
"2955",2020-03-06,"firearm_discharge","Scarborough",0,0
"2956",2022-08-10,"shooting_event","Scarborough",2,1
"2957",2021-05-23,"firearm_discharge","North York",0,0
"2958",2019-03-06,"firearm_discharge","North York",0,0
"2959",2022-06-23,"firearm_discharge","North York",0,0
"2960",2018-04-15,"firearm_discharge","North York",0,0
"2961",2018-12-16,"shooting_event","East York",2,0
"2962",2020-02-21,"firearm_discharge","North York",0,0
"2963",2023-08-30,"firearm_discharge","Scarborough",0,0
"2964",2023-11-13,"shooting_event","Downtown",0,1
"2965",2018-09-03,"firearm_discharge","Scarborough",0,0
"2966",2022-02-02,"firearm_discharge","Downtown",0,0
"2967",2018-02-26,"firearm_discharge","North York",0,0
"2968",2018-11-26,"firearm_discharge","Scarborough",0,0
"2969",2020-03-22,"firearm_discharge","East York",0,0
"2970",2022-09-20,"shooting_event","North York",2,0
"2971",2020-11-03,"firearm_discharge","East York",0,0
"2972",2022-04-20,"firearm_discharge","Downtown",0,0
"2973",2022-08-18,"shooting_event","North York",0,0
"2974",2020-11-14,"firearm_discharge","North York",0,0
"2975",2020-06-15,"shooting_event","Scarborough",4,0
"2976",2021-10-13,"shooting_event","North York",1,0
"2977",2020-11-04,"firearm_discharge","East York",0,0
"2978",2021-02-17,"firearm_discharge","Downtown",0,0
"2979",2019-12-21,"firearm_discharge","Scarborough",0,0
"2980",2023-09-19,"firearm_discharge","Downtown",0,0
"2981",2021-12-03,"shooting_event","Downtown",0,0
"2982",2018-01-28,"firearm_discharge","Etobicoke",0,0
"2983",2020-07-09,"shooting_event","East York",1,0
"2984",2023-09-12,"firearm_discharge","Etobicoke",0,0
"2985",2023-10-21,"firearm_discharge","Etobicoke",0,0
"2986",2019-11-12,"shooting_event","Etobicoke",0,0
"2987",2023-09-05,"shooting_event","Scarborough",1,0
"2988",2018-02-27,"firearm_discharge","North York",0,0
"2989",2019-03-07,"firearm_discharge","Downtown",0,0
"2990",2019-09-16,"shooting_event","Downtown",1,1
"2991",2022-09-27,"shooting_event","East York",0,0
"2992",2019-12-31,"firearm_discharge","North York",0,0
"2993",2023-05-20,"shooting_event","Etobicoke",3,1
"2994",2023-11-12,"shooting_event","Scarborough",4,0
"2995",2018-01-24,"firearm_discharge","East York",0,0
"2996",2020-01-07,"shooting_event","East York",4,0
"2997",2019-02-04,"firearm_discharge","Etobicoke",0,0
"2998",2018-12-10,"shooting_event","Downtown",2,0
"2999",2020-08-19,"shooting_event","Scarborough",3,0
"3000",2022-07-29,"shooting_event","Downtown",1,0
"3001",2020-04-25,"shooting_event","Etobicoke",1,0
"3002",2023-07-24,"firearm_discharge","Downtown",0,0
"3003",2018-01-12,"shooting_event","North York",1,0
"3004",2022-12-19,"firearm_discharge","North York",0,0
"3005",2020-05-06,"shooting_event","Scarborough",0,0
"3006",2020-11-11,"shooting_event","Scarborough",0,0
"3007",2020-11-09,"firearm_discharge","Etobicoke",0,0
"3008",2021-10-25,"shooting_event","North York",1,0
"3009",2020-05-29,"shooting_event","Downtown",2,1
"3010",2019-07-04,"shooting_event","East York",2,0
"3011",2019-01-10,"firearm_discharge","North York",0,0
"3012",2023-12-19,"firearm_discharge","Downtown",0,0
"3013",2022-02-28,"shooting_event","North York",0,0
"3014",2020-01-19,"shooting_event","Scarborough",1,0
"3015",2020-04-22,"firearm_discharge","Etobicoke",0,0
"3016",2021-09-26,"shooting_event","Etobicoke",0,0
"3017",2020-03-18,"shooting_event","North York",0,0
"3018",2023-10-27,"shooting_event","Etobicoke",2,0
"3019",2018-06-30,"firearm_discharge","Downtown",0,0
"3020",2018-02-08,"shooting_event","Scarborough",2,0
"3021",2023-10-20,"shooting_event","North York",1,0
"3022",2020-09-21,"firearm_discharge","East York",0,0
"3023",2018-01-01,"shooting_event","Scarborough",1,1
"3024",2020-08-24,"firearm_discharge","North York",0,0
"3025",2020-05-27,"shooting_event","Downtown",2,0
"3026",2023-11-19,"firearm_discharge","East York",0,0
"3027",2018-12-05,"shooting_event","Etobicoke",0,0
"3028",2020-02-11,"firearm_discharge","East York",0,0
"3029",2021-08-15,"firearm_discharge","Scarborough",0,0
"3030",2019-05-19,"shooting_event","East York",1,0
"3031",2022-03-31,"shooting_event","Scarborough",1,0
"3032",2020-10-15,"firearm_discharge","North York",0,0
"3033",2023-04-09,"firearm_discharge","North York",0,0
"3034",2020-12-24,"firearm_discharge","Etobicoke",0,0
"3035",2021-01-22,"shooting_event","East York",4,0
"3036",2021-08-03,"shooting_event","Downtown",0,0
"3037",2021-08-24,"firearm_discharge","Etobicoke",0,0
"3038",2021-12-03,"firearm_discharge","North York",0,0
"3039",2022-07-19,"shooting_event","Scarborough",3,0
"3040",2018-06-05,"shooting_event","North York",1,1
"3041",2023-05-05,"shooting_event","Downtown",0,0
"3042",2020-02-20,"shooting_event","East York",2,0
"3043",2020-11-09,"shooting_event","Scarborough",0,0
"3044",2019-08-17,"firearm_discharge","Etobicoke",0,0
"3045",2023-06-12,"firearm_discharge","East York",0,0
"3046",2021-09-20,"firearm_discharge","North York",0,0
"3047",2021-06-28,"shooting_event","Downtown",0,0
"3048",2021-04-12,"firearm_discharge","East York",0,0
"3049",2020-07-07,"shooting_event","North York",1,0
"3050",2023-02-21,"firearm_discharge","Downtown",0,0
"3051",2018-11-21,"shooting_event","East York",0,0
"3052",2022-09-18,"firearm_discharge","Downtown",0,0
"3053",2021-01-20,"shooting_event","Etobicoke",0,0
"3054",2018-03-05,"firearm_discharge","East York",0,0
"3055",2019-05-08,"firearm_discharge","Etobicoke",0,0
"3056",2021-09-18,"shooting_event","North York",0,0
"3057",2018-01-10,"firearm_discharge","North York",0,0
"3058",2022-08-17,"shooting_event","North York",0,1
"3059",2018-07-11,"shooting_event","Downtown",1,1
"3060",2019-11-24,"firearm_discharge","Etobicoke",0,0
"3061",2019-08-14,"shooting_event","Scarborough",1,0
"3062",2021-02-24,"shooting_event","Downtown",3,0
"3063",2022-12-01,"shooting_event","Etobicoke",0,0
"3064",2020-09-08,"shooting_event","East York",3,0
"3065",2019-06-08,"firearm_discharge","Etobicoke",0,0
"3066",2020-04-02,"firearm_discharge","East York",0,0
"3067",2019-08-15,"shooting_event","North York",1,1
"3068",2018-06-21,"shooting_event","East York",2,0
"3069",2021-06-15,"shooting_event","East York",0,0
"3070",2022-07-18,"firearm_discharge","Downtown",0,0
"3071",2022-12-22,"firearm_discharge","Downtown",0,0
"3072",2019-11-04,"shooting_event","Downtown",2,0
"3073",2019-01-20,"firearm_discharge","Downtown",0,0
"3074",2019-11-09,"firearm_discharge","Scarborough",0,0
"3075",2023-06-10,"shooting_event","Scarborough",0,0
"3076",2019-06-17,"firearm_discharge","East York",0,0
"3077",2023-12-30,"shooting_event","Etobicoke",1,1
"3078",2019-05-16,"firearm_discharge","Scarborough",0,0
"3079",2022-12-07,"firearm_discharge","Downtown",0,0
"3080",2020-01-15,"firearm_discharge","Scarborough",0,0
"3081",2019-06-11,"firearm_discharge","Etobicoke",0,0
"3082",2020-07-26,"firearm_discharge","Etobicoke",0,0
"3083",2023-01-14,"shooting_event","East York",1,0
"3084",2020-10-07,"firearm_discharge","Scarborough",0,0
"3085",2021-10-22,"shooting_event","East York",0,0
"3086",2020-05-18,"firearm_discharge","Scarborough",0,0
"3087",2021-05-09,"firearm_discharge","Downtown",0,0
"3088",2022-04-22,"shooting_event","Downtown",0,0
"3089",2018-10-22,"shooting_event","East York",4,0
"3090",2019-03-20,"shooting_event","Downtown",0,0
"3091",2018-08-16,"shooting_event","North York",4,0
"3092",2022-04-30,"firearm_discharge","East York",0,0
"3093",2019-08-26,"shooting_event","East York",1,0
"3094",2020-03-03,"firearm_discharge","Etobicoke",0,0
"3095",2018-06-21,"shooting_event","North York",0,0
"3096",2022-11-10,"firearm_discharge","East York",0,0
"3097",2018-03-11,"firearm_discharge","East York",0,0
"3098",2021-11-23,"firearm_discharge","Scarborough",0,0
"3099",2018-04-06,"shooting_event","Downtown",2,0
"3100",2023-01-08,"shooting_event","Scarborough",1,0
"3101",2018-10-09,"firearm_discharge","North York",0,0
"3102",2020-06-28,"shooting_event","Downtown",2,0
"3103",2023-08-21,"shooting_event","North York",4,0
"3104",2020-12-19,"shooting_event","Downtown",1,0
"3105",2021-01-30,"firearm_discharge","Downtown",0,0
"3106",2021-12-06,"shooting_event","North York",0,0
"3107",2020-10-03,"shooting_event","North York",1,0
"3108",2019-10-14,"shooting_event","Scarborough",3,0
"3109",2023-05-28,"firearm_discharge","Scarborough",0,0
"3110",2019-05-24,"shooting_event","East York",0,0
"3111",2018-03-23,"firearm_discharge","Etobicoke",0,0
"3112",2018-01-16,"shooting_event","Scarborough",1,0
"3113",2020-02-24,"firearm_discharge","Scarborough",0,0
"3114",2022-11-21,"firearm_discharge","Downtown",0,0
"3115",2021-03-18,"firearm_discharge","Etobicoke",0,0
"3116",2019-04-17,"shooting_event","North York",1,0
"3117",2019-04-28,"shooting_event","Etobicoke",2,0
"3118",2020-09-18,"shooting_event","North York",0,0
"3119",2018-11-23,"firearm_discharge","North York",0,0
"3120",2021-03-25,"firearm_discharge","North York",0,0
"3121",2021-12-18,"firearm_discharge","Etobicoke",0,0
"3122",2019-12-18,"firearm_discharge","Etobicoke",0,0
"3123",2020-12-19,"firearm_discharge","Downtown",0,0
"3124",2018-10-17,"firearm_discharge","Scarborough",0,0
"3125",2023-11-03,"shooting_event","Downtown",1,0
"3126",2021-11-06,"shooting_event","Etobicoke",1,0
"3127",2021-04-25,"firearm_discharge","Downtown",0,0
"3128",2019-01-02,"shooting_event","Etobicoke",0,0
"3129",2022-01-11,"shooting_event","Scarborough",1,0
"3130",2019-02-05,"shooting_event","Etobicoke",0,0
"3131",2022-07-26,"shooting_event","North York",2,0
"3132",2019-09-29,"shooting_event","North York",0,0
"3133",2022-03-24,"shooting_event","North York",0,1
"3134",2019-10-17,"firearm_discharge","East York",0,0
"3135",2020-12-01,"shooting_event","Scarborough",2,0
"3136",2018-06-18,"shooting_event","Downtown",2,0
"3137",2019-05-28,"firearm_discharge","Etobicoke",0,0
"3138",2019-11-23,"firearm_discharge","Etobicoke",0,0
"3139",2018-08-09,"firearm_discharge","East York",0,0
"3140",2023-07-13,"firearm_discharge","Etobicoke",0,0
"3141",2020-07-16,"shooting_event","Etobicoke",0,0
"3142",2021-06-07,"firearm_discharge","North York",0,0
"3143",2022-02-11,"firearm_discharge","Downtown",0,0
"3144",2023-03-25,"shooting_event","North York",5,0
"3145",2022-02-10,"shooting_event","North York",0,0
"3146",2021-07-01,"shooting_event","Scarborough",1,0
"3147",2021-02-07,"shooting_event","Downtown",1,0
"3148",2018-01-26,"firearm_discharge","East York",0,0
"3149",2023-05-22,"shooting_event","Etobicoke",1,1
"3150",2019-01-14,"shooting_event","East York",0,0
"3151",2021-06-03,"firearm_discharge","North York",0,0
"3152",2019-06-06,"shooting_event","Etobicoke",1,0
"3153",2021-11-24,"firearm_discharge","Downtown",0,0
"3154",2023-07-06,"firearm_discharge","Scarborough",0,0
"3155",2022-10-11,"shooting_event","North York",1,0
"3156",2021-09-10,"shooting_event","Downtown",1,0
"3157",2022-08-18,"firearm_discharge","Etobicoke",0,0
"3158",2019-07-09,"shooting_event","Downtown",2,0
"3159",2018-03-13,"shooting_event","Downtown",0,0
"3160",2020-01-03,"shooting_event","Downtown",0,0
"3161",2020-02-29,"shooting_event","Scarborough",2,0
"3162",2021-04-12,"firearm_discharge","East York",0,0
"3163",2019-05-13,"shooting_event","Scarborough",2,0
"3164",2018-03-12,"shooting_event","Scarborough",1,0
"3165",2022-01-17,"firearm_discharge","Scarborough",0,0
"3166",2020-10-23,"firearm_discharge","Downtown",0,0
"3167",2019-12-15,"firearm_discharge","East York",0,0
"3168",2018-04-10,"shooting_event","Scarborough",0,0
"3169",2023-03-03,"shooting_event","North York",3,0
"3170",2019-09-26,"firearm_discharge","Scarborough",0,0
"3171",2021-03-30,"shooting_event","North York",0,0
"3172",2018-08-25,"shooting_event","Scarborough",2,0
"3173",2022-01-20,"shooting_event","Scarborough",1,0
"3174",2023-03-15,"shooting_event","Scarborough",2,0
"3175",2019-01-04,"shooting_event","Scarborough",0,0
"3176",2020-04-10,"shooting_event","Etobicoke",1,0
"3177",2018-03-26,"firearm_discharge","Scarborough",0,0
"3178",2023-10-10,"shooting_event","East York",3,0
"3179",2023-04-26,"shooting_event","Downtown",1,0
"3180",2019-08-09,"firearm_discharge","East York",0,0
"3181",2021-04-15,"firearm_discharge","East York",0,0
"3182",2021-03-20,"firearm_discharge","Etobicoke",0,0
"3183",2020-05-06,"shooting_event","Downtown",1,1
"3184",2021-11-16,"shooting_event","Downtown",0,0
"3185",2019-03-17,"firearm_discharge","North York",0,0
"3186",2019-03-10,"firearm_discharge","Scarborough",0,0
"3187",2020-10-24,"shooting_event","Downtown",0,0
"3188",2020-03-26,"shooting_event","North York",1,0
"3189",2018-09-07,"shooting_event","Downtown",0,0
"3190",2022-08-31,"firearm_discharge","East York",0,0
"3191",2018-11-19,"shooting_event","Etobicoke",1,0
"3192",2018-09-27,"shooting_event","Etobicoke",0,0
"3193",2022-10-27,"firearm_discharge","North York",0,0
"3194",2019-12-17,"shooting_event","North York",0,0
"3195",2019-01-04,"firearm_discharge","East York",0,0
"3196",2021-03-14,"firearm_discharge","East York",0,0
"3197",2018-12-18,"firearm_discharge","Downtown",0,0
"3198",2023-04-06,"firearm_discharge","East York",0,0
"3199",2022-12-27,"shooting_event","Downtown",0,0
"3200",2022-02-05,"firearm_discharge","Scarborough",0,0
"3201",2018-12-17,"firearm_discharge","Downtown",0,0
